voter.address,total_proposals,total_votes,for_votes,against_votes,weight,abstain_votes
0xe9b64e998e1f5d49408a838d54711a27e28bb7bc,3,3,3,0,2.13e+20,0
0x4e5f6d194a671806105147ca3bfb9914a2adcfa7,1,1,1,0,2.13e+20,0
0x3844bf4f3aacc032e9efe4206fe792957956adcb,1,1,1,0,2.13e+20,0
0xc04dba62f18f5d9810cc2616afc0cab43081a9f3,1,1,1,0,2.125608227141737e+20,0
0x709419ff48cf3b94467017e838d5450acc5f5ca0,2,2,2,0,2.12e+20,0
0xab3e74ff2c7c9ad44f5117dadf3aab60fcb60b9b,4,4,3,1,2.12e+20,0
0xba63c41983cd079ab67eec1c07d9c597b94ab114,2,2,0,0,2.12e+20,2
0xf7f4cbf685126c7264ebd366e3b24f1f3dc11ea8,2,2,1,0,2.12e+20,1
0x6f038d31d79b38ae7a3ed0293a9eef9c086ec97a,2,2,2,0,2.12e+20,0
0x566f0bd15d3580da1015e0549aaf616f69524e56,2,2,1,0,2.12e+20,1
0xc2c93a56e3a6fe97927d238d12ceeb3a45d3dddb,1,1,1,0,2.1187036220654312e+20,0
0x71bfec643a7195b6440903bc43e3b8c8bdce6ef1,8,8,7,0,2.1186744325973987e+20,1
0x72140764716ec6be3dc03299d93313607f4ed492,10,10,10,0,2.1175490000000005e+20,0
0x9a5a7a75e1ed12c2f306b1ca7def9c719d4d1eca,5,5,5,0,2.1168409301915992e+20,0
0x56a66193812291e75f176ab92de6607cc5650ed3,3,3,3,0,2.116152355869531e+20,0
0xad0f2d58d81005e3c00b6c72ccb842c4d5191fbb,2,2,2,0,2.1153188396329897e+20,0
0xbfa0438730566f59f22c91d0bfb384ac7d6fb36a,8,8,5,0,2.114553383680169e+20,3
0xeb2d18ec6dac5a5eaa1b6aa475f8e8dcafe8719f,8,8,7,1,2.114e+20,0
0x05559e834f511368416f89c4ede09fb97360c150,4,4,4,0,2.114e+20,0
0xcce549d864537a1828067ed813e928b3c1abfaad,2,2,2,0,2.11370205391757e+20,0
0xb2c0551b12c5beb70a649599fddc8ca24f2ed130,2,2,2,0,2.1124e+20,0
0xc3323e1f65180be74c868ad8afe3ad36ca49e225,2,2,1,1,2.111620966238024e+20,0
0x183b5bea4713196771995c5b03c6c9215552ea29,10,10,9,0,2.11e+20,1
0x6eb348df802e8955104e85314e2d9cb1be8338df,1,1,1,0,2.11e+20,0
0x2744a205b3a599508295e53d0290b949104d57f4,8,8,8,0,2.109550608729168e+20,0
0xfd6993f4acf5a6aac177c2681ab85f8d29159e60,1,1,1,0,2.108699e+20,0
0x71052f1ad99cb7760e6eeb2d73a0c52e5dc36644,6,6,6,0,2.107728e+20,0
0xae930a182c1416609b015974e1bfc44dfb84f68c,1,1,1,0,2.106068270640042e+20,0
0x2f75ffe98046e4a55fa79daf97b2730d7e707186,9,9,7,2,2.1022300879144944e+20,0
0x82e71b2e5a747a5db69d4e7498ba732f75409fb6,2,2,2,0,2.102e+20,0
0x447525ea501e2117bfa8417be70151dbfe3524e9,6,6,6,0,2.100784920745399e+20,0
0xe790fd5978a3dbe54b4fc7b74e3adc2ae3cf572c,4,4,2,2,2.100030846218249e+20,0
0xb1a4c3d6a389f9ced8a7496a3606bec3e7c4b34e,4,4,4,0,2.100000059607741e+20,0
0x08b99223d27e5895645491b25f87ad592af5e21f,2,2,2,0,2.1e+20,0
0x334ef6d0f9b82a549570223e2981167de511f203,2,2,2,0,2.1e+20,0
0x27441f07a8ab3b539d85ae92f70a9d495308f437,2,2,1,0,2.1e+20,1
0x5f6be8c1b5f7eea5b00b7e71afd55f1b16ee30ce,2,2,2,0,2.1e+20,0
0x50d1ed8b42838673995030cfb1c6e596855552cf,1,1,1,0,2.1e+20,0
0x27c6693b7ed51ff2350b3842639c69682d02996e,1,1,1,0,2.1e+20,0
0x33ac259b25367e44141d0ae0bf089a75806b8038,7,7,7,0,2.1e+20,0
0x39d42a02209c28e09f3c040b9f7748e163a66363,4,4,4,0,2.1e+20,0
0xaf4975251b0a23c645538f688a8dd112b71fbd11,2,2,2,0,2.1e+20,0
0xb74ba6ae0c780c4665e6652cb9b088d584d8be4c,2,2,2,0,2.1e+20,0
0xb76ac0804c2beac2081c66e77c89c0df5503c035,2,2,2,0,2.1e+20,0
0x36d395103184602eb40daab34246f9ce66bc6423,2,2,2,0,2.1e+20,0
0x0e5ed5cf00cc03a9cce6de6cc62d48e4b045c3ee,2,2,2,0,2.1e+20,0
0x077a5bdb842cb1adc5ad2675f045d66a469057e6,1,1,1,0,2.1e+20,0
0x3a4be19ba0c29fb7a69d9e9d47bffc245d210b00,2,2,2,0,2.1e+20,0
0x755829a58fa1f3ee00fb678985d147671c1135cf,2,2,2,0,2.1e+20,0
0x147fff064529012b70427d944a4a19c90398a64d,2,2,2,0,2.1e+20,0
0xc9a9a26094c1d5e42d9a2b9f3e3e2c7c9436a566,2,2,2,0,2.1e+20,0
0x04321bcd9f28f1bf577dfd30770813ab78eb67f4,2,2,2,0,2.1e+20,0
0x157769b69b2ef81a9edfdd12c81f99474096e837,6,6,6,0,2.1e+20,0
0xe951c42202987af5d46ae930bd35857708c9e538,3,3,3,0,2.1e+20,0
0xc40840c933307965328fb32aff6a94853f5253a7,2,2,2,0,2.1e+20,0
0x9e6fedde17103889b1baf0e79749226336d6dab6,10,10,7,0,2.1e+20,3
0xf2a04e469ba3c20f935abafcdc91de76e47230cc,2,2,1,1,2.1e+20,0
0xceba851120294168e02037170049aa286ac117b7,5,5,5,0,2.1e+20,0
0x3f3c5e7114a142a02aa3f15c8f3baf38de5258bb,2,2,2,0,2.1e+20,0
0x54ed45a1f3855275810547a30cbaf46be35a14e9,1,1,1,0,2.1e+20,0
0xcf868b398900c8695ab8591a21f61a65120b647f,17,17,12,5,2.0991770237895423e+20,0
0x61e7f0beec6c0f4c658483ebaf8e93c193ea9c13,6,6,6,0,2.099e+20,0
0x56d5c97339b336b17d177d19a38994c299d26b95,2,2,2,0,2.0985544891519392e+20,0
0x90ebb93dbc3a26f7793fc60af766afce63622d62,4,4,4,0,2.096952882499773e+20,0
0x80c3857cb1665e077a8132abf12a24b42da807ab,6,6,5,1,2.0967294086545395e+20,0
0xc7601c6dca42824e95873856cee0e07a9054c895,4,4,4,0,2.092e+20,0
0x9246fb3a9da003ea8a951056fffad6d4154703a3,2,2,2,0,2.091048422413637e+20,0
0x98a275d95d6ef2a4a314b9accc14c155f97ae8d4,1,1,1,0,2.09e+20,0
0x13b4783a74ae25872b23d24d5bdfc3888d759e97,1,1,1,0,2.09e+20,0
0xf8da3f2ff389b6805e2843b5332f48041e38a9e0,6,6,4,2,2.087e+20,0
0xb0633bf7ceaea3b82b544f8ce7f76675ca89a08a,4,4,4,0,2.0863000256636925e+20,0
0x5acde48981f6062e6311a207ccbe6f1ce3cbf099,2,2,1,0,2.086e+20,1
0xfd8295ee3cc3d7796fed3dc3e815d61e1593ee14,7,7,7,0,2.081850027985486e+20,0
0x201d5b6e07617e00c28e22f17ea4924c3aa0d7cc,4,4,4,0,2.08e+20,0
0x8888888855fed7d436ddb9308160bcc73b2c914e,4,4,4,0,2.08e+20,0
0x03efdb73f15062f3c08e70d506c34b77ab713cdc,2,2,2,0,2.08e+20,0
0xfca2ff9af6ff8e97a2bb44141e942445f449f994,2,2,2,0,2.08e+20,0
0x25a38dfdbcab95636c2746f9c576ab7886d5de82,2,2,2,0,2.08e+20,0
0xf72b7bd2704fcd22e6e5f593324311438ef94c44,2,2,2,0,2.08e+20,0
0x0924f197073d33ef9ab2b790a8e891626a6c1a15,2,2,2,0,2.08e+20,0
0x4a581eabedf44a7303ad290e03cda704d396e91c,8,8,5,1,2.08e+20,2
0xa6837ac22a51c434761ca2e23f36593539da657e,5,5,5,0,2.0799253666e+20,0
0x7f0142f1757268af1bf0f3de3f8998c33c6733eb,5,5,5,0,2.0798033629093505e+20,0
0x5c63b879c1fbc464a0f4d3a1305a6c8df6070ace,2,2,1,0,2.078050204165208e+20,1
0x105e8489676aa150fcf0cb4eba470acef565bace,2,2,2,0,2.078e+20,0
0xf5968c8bc6bffe57208c096688d1547196b7fecd,2,2,2,0,2.077474509078508e+20,0
0x1b11d0a8550d68e017648699097bb92c58644a89,4,4,4,0,2.0771157045795983e+20,0
0x448c51512043cab1da6db9ec7b6e7589f3496217,4,4,4,0,2.076869430589997e+20,0
0x1f966a0998cc2e90f89c50d2e10bf6f40c323af1,7,7,7,0,2.075532007515883e+20,0
0x92a9985718808b8ffe41703cd391daa9ad763d13,11,11,11,0,2.075361852645888e+20,0
0x4180fc6676c646dd127fd4afac0021d2beb8df32,1,1,1,0,2.074553322777159e+20,0
0x1f32fd410b03bda48f455fd901be02b5f0020468,2,2,2,0,2.0739626408675937e+20,0
0xc80758486b59b8f4daa78729f94ae99f3229b46f,4,4,4,0,2.0727143687909016e+20,0
0x8d0c6851f047a32595e52cf0250f8a46a7373f8e,3,3,2,0,2.07192e+20,1
0xf17544fcf10caa2e7ca763600c2db55dd6535ff3,5,5,5,0,2.0716e+20,0
0xb20d28c7ea1ed70bd497bdbe5dc2179ec46d61b0,4,4,4,0,2.06882394e+20,0
0x237d8f9216de4cb3b4e788bc3d091265fe5be8f2,2,2,2,0,2.066806e+20,0
0xa25e868888b18921ee54d3d5d5d8ce22c86b5c95,5,5,5,0,2.0649965498957994e+20,0
0xcfd13532d19a03565db223977ddd9feb421c4ee7,6,6,6,0,2.0640840457409167e+20,0
0x9c223c6c9d0210090a43fbcd09810f8ed0bfc8fc,2,2,0,2,2.064e+20,0
0x2a81596c0fa6d102caa9bb8d83db383a81364c80,2,2,0,1,2.0624e+20,1
0x8c562c13465e3d8cce56e1fbae1f7e27e12367a5,1,1,1,0,2.0622044474272383e+20,0
0x9c93fd00740517188f5d4f999e88e67fd3d532e7,2,2,1,1,2.062e+20,0
0x517ce30a9416e647b4cec04cbdb840b1ecfd70cc,5,5,5,0,2.061987363394932e+20,0
0x04a033678de273b56c304a2ec5732d3b8694efff,2,2,2,0,2.06e+20,0
0x13c3b7f7f4b3c69243b4b957d6aeda42d68dd243,2,2,2,0,2.06e+20,0
0xe831a591348073e91d9c86297898e6bcf1195665,1,1,1,0,2.06e+20,0
0x28007a86621bce5b8e0a75810d796bf69689dcee,6,6,6,0,2.06e+20,0
0x5056d92884ea0cda7b40f80c25e353d8dc3314d4,2,2,2,0,2.06e+20,0
0xd792fd862e3ec4f81cc82c9afc22e737065516de,2,2,2,0,2.06e+20,0
0xaabb6128354b24d43cf846f7e03752187687b868,2,2,2,0,2.06e+20,0
0x401efec76faefd93ef63d0cbdcd17e05ba7001f3,2,2,2,0,2.06e+20,0
0x73810ab6b8b1045c6543c05c6343c83a57ce2d9c,2,2,2,0,2.06e+20,0
0x819f5d1e307b92531100cb8e01b003167f5f70fc,3,3,3,0,2.0545e+20,0
0xcfcffe706f54910dd3c98f9a7297b76bf663295d,2,2,2,0,2.0540005020488978e+20,0
0xaaa998a7dc04d24775809a1aa88f60356ec93fd8,4,4,4,0,2.0527955702795062e+20,0
0x1cd14602425efead850db5b2ecb6f6fb9059e7b6,2,2,2,0,2.052e+20,0
0x4a88cea080f9a2e60324799ef91400d13aee439a,3,3,3,0,2.0519043003972364e+20,0
0xac71f8a8a7a635e77ef2e67ad6cb3405172a28ee,2,2,2,0,2.0510780642482887e+20,0
0xe35c594799ace3065fa05ad49ce821f70436198c,5,5,4,0,2.0505800230792525e+20,1
0xdfe78aaee33ebdc7e54e1fca9098e4c55c952e26,10,10,10,0,2.05e+20,0
0x42f6fa12892f1b43e0e9d6bc3edb1e278686aca2,2,2,2,0,2.05e+20,0
0x94ecb304b8e26765d903a62379fba509a5b9334a,1,1,1,0,2.05e+20,0
0xdaf808e8b4a9748b20f1c8bf92ce324776da72dc,5,5,5,0,2.05e+20,0
0x8264646176202138dfa59b05f33474a1f2893ad0,3,3,2,1,2.049942e+20,0
0x8a6d74af548a318e6e223c3438d4d7455b01ed86,2,2,2,0,2.0496701368483044e+20,0
0xa83f0d579c3aa25f42f8ec9c683542c17c3fdae6,6,6,6,0,2.04888e+20,0
0x06077d7e574ab500124b1fdcf9b0b27fa04a0c13,2,2,2,0,2.0483573363498942e+20,0
0x3a7b18e867bbda4890d1727ba9bfa07ad39cd2e9,2,2,1,0,2.048e+20,1
0x0b2f4f65ecd766206649359a734ec92594ecbd2a,2,2,2,0,2.0462e+20,0
0xf953910e8026e20794ab120943e0a8604b69c2d9,2,2,2,0,2.046e+20,0
0x80e0310b95cb13e886c712e6a7e5059bc9619f38,1,1,1,0,2.0446583072710145e+20,0
0x370b55c069b456926ebca877312b31df1e9642b3,6,6,1,5,2.04379955849166e+20,0
0xbd74790a76593acfa1424ce2df43e56f7ce1ccda,8,8,8,0,2.043672e+20,0
0x8bdd08e341ab8b4686ff273c673fc9d1a5dd2f27,4,4,4,0,2.0428530676339664e+20,0
0xae0b065cc69693b3bc59afcf3ac85ab4c37c8652,2,2,1,1,2.04246e+20,0
0x6fb24b893e269c9cf1565597dbd5041c4482f58d,4,4,3,0,2.0422902e+20,1
0x3a07ccceee42a841a17fbada43ec170177c4a2f4,2,2,0,0,2.042e+20,2
0x2fda9ab6f400fa48935b732e8c4e22ce6b446a16,5,5,4,0,2.041648701948016e+20,1
0x65309bc2cd7a420db2f33df5504afd9a85218893,3,3,3,0,2.0408e+20,0
0x9b7cb24f7ee022fe1c67199fcd99eae415dde47f,4,4,4,0,2.0405454101766885e+20,0
0x11ebb7147ecfedca5c08c37848c138d3aff2de84,6,6,6,0,2.0404562787371844e+20,0
0x9d4229b45906ebdebc04e1a0e788d70a3b670ae8,2,2,2,0,2.04e+20,0
0x7e9c8f6e920f597ccaa39aeae563fa9612ffb468,2,2,1,0,2.04e+20,1
0x624fc0ed051d850a41f9689610e440eb280c59c3,2,2,2,0,2.04e+20,0
0x58f4097c4b0df0bc365e38b377553afc349b8bb8,2,2,2,0,2.04e+20,0
0x14356b7e1439723de328d7e40fa6ec60f83ec688,2,2,2,0,2.04e+20,0
0x548bc7c46ffc3da3e02fea86eba0826c1929c617,2,2,2,0,2.04e+20,0
0xcd67cdf8b41af5edec61701334eb3a51cfd33b57,2,2,2,0,2.04e+20,0
0x97b6072d399b70df142ec8b3b420dd1c9edb1852,2,2,2,0,2.04e+20,0
0x2ec96be1fa66f16d617f9342b7e8693919e69823,2,2,2,0,2.04e+20,0
0xa20c5f8d0ba1aaa507a6124fee6e31a576e1efa7,2,2,2,0,2.04e+20,0
0x5ab5fc93c8f74cd29acf58eec27844ec019bdbc4,3,3,3,0,2.0389270247035683e+20,0
0x5bde553b196a628837dfcabc1be12a0e94a3d2ff,2,2,2,0,2.036e+20,0
0xa9f2457e2deb412dbbdca36161ce4592f303137b,2,2,2,0,2.036e+20,0
0xa0556e8e8b617f184c6948df2c08ac795036daa5,5,5,5,0,2.035856291023781e+20,0
0x228a131932c1c5f37f8a957aeec97bac0ce5470e,2,2,2,0,2.035165705793525e+20,0
0x6c71c863176ecb7e4e88c2741361c28f78d9ce73,2,2,2,0,2.034e+20,0
0xa199e2fe4424fbd961280318bc4658fc541dc43a,2,2,2,0,2.034e+20,0
0x2c1e8290833508e7f5305632d2fdffc30383f722,2,2,2,0,2.034e+20,0
0x7b80f25f3a5c9b25bb6395d1ac1d9e124fff1a02,2,2,2,0,2.034e+20,0
0xc98dbd71ff937fad51e43c7a66a2f68889b61b79,2,2,2,0,2.034e+20,0
0xe770d451f31a1e3e351d13acfc7687f6b69cab24,2,2,2,0,2.034e+20,0
0x322f3a03ad57fe1f56553692ea56f919df271f6b,2,2,2,0,2.034e+20,0
0x92cfe55d3973e4f9029bf85ba14bf4f13f00f7ec,2,2,2,0,2.034e+20,0
0x11b1abe9dac15005b01de917fbbe755c1d02b957,2,2,2,0,2.034e+20,0
0xa6534c78359ea6a237ad486a72ae8afc0105e24f,2,2,2,0,2.034e+20,0
0x92d8fdfa9f72a65cae032bd3c86294e59f4ab068,2,2,2,0,2.034e+20,0
0xb6f7fb405232b5d3a28dd6b763aadac3ee5a129f,2,2,2,0,2.034e+20,0
0xf897f843d7b02ede2c306f05848a05dfa919e7d4,2,2,2,0,2.034e+20,0
0x74cd8ce24d0c4d004e4391337f07fc77b2566849,2,2,2,0,2.034e+20,0
0x3ce36d7210f315a67174f30d398be78c4145d072,2,2,2,0,2.034e+20,0
0xa1218fe0cdf051abcf28effd5af2c54f7c51e550,2,2,2,0,2.034e+20,0
0x982b071dd0291de188266ccfaf998e8f1c378819,2,2,2,0,2.034e+20,0
0x7af1f182f7371886a4c791931d34685f00fac2d7,2,2,1,1,2.033e+20,0
0xd7b9f218a589717a4928f1281152a09284ef1929,2,2,1,1,2.032706142501208e+20,0
0x91db53360333a8282ed03c47086029bc50ef18da,5,5,5,0,2.032175033209593e+20,0
0x284a7e7e363f1883d258235c83623146df52aae7,2,2,2,0,2.032092122739569e+20,0
0xb5fe6c6e3d1cfa77dacc2efa000669426c1e757d,2,2,1,1,2.032079282055432e+20,0
0x035110a64dcaa2dda180ca587e7a17ce8f45c674,2,2,2,0,2.032e+20,0
0x371d352fcb33d1c5804d43cc70482c4c8f13151e,5,5,5,0,2.0315e+20,0
0xde29e31a9b1032c2f511d53b46253c4d096636bc,3,3,2,0,2.030680077365996e+20,1
0x0ad56dd63ea9396b24e988f2829baaf1b1bb136f,3,3,3,0,2.03056223050584e+20,0
0xc24a4dd9a41f91919f8e95523d17c1a10f06a145,3,3,2,0,2.030162526750569e+20,1
0x0bff902ac08d9e4ee496d58840e97d73fb111c35,6,6,5,0,2.03e+20,1
0x11070c7c020f933335f2dc8596cfd549babedd26,7,7,7,0,2.03e+20,0
0xc4999e233e6b50f550cb8907d204487ff9002abc,3,3,3,0,2.029741179355252e+20,0
0xc8c615d70292a403f6a4c5991c3464a5dfaa061a,2,2,2,0,2.028e+20,0
0xda947fada43b8741e94bf7b624996c07d2e4787e,4,4,4,0,2.0273793618252667e+20,0
0xe2be26a18620038a5bb2683f0e68b2b3e7be3c56,2,2,2,0,2.026e+20,0
0xf757137041c445283e2d616b92a079f0052a9e5f,1,1,1,0,2.0257617986520062e+20,0
0xbba4e2e8989ada97d5623bdb7c4936ab97f3c72b,15,15,15,0,2.024768868462652e+20,0
0x64a025fcb8ecaa4afca877a1cdda42b86ce4036a,2,2,1,1,2.024726456124e+20,0
0xcf9352c7f8a98cd3602603e1d1779f03a487eaa9,2,2,2,0,2.0242e+20,0
0xc80abe349c44f4ddacda832d955cbde623873012,2,2,2,0,2.024e+20,0
0x5a6528b96436257b275bc4f0ae8e103b4b5fbfd5,2,2,2,0,2.0224e+20,0
0xbadba3ecb97fd6c5fcea83d6b9d49221376495c7,2,2,2,0,2.022e+20,0
0x143e305510a49c92b2516a9251ea53a9fda768ac,2,2,1,1,2.021984e+20,0
0xa2b06582430d514d44ffe974897088452fb2ff13,17,17,17,0,2.021164e+20,0
0xc1550345956bfd866051982b3e42d72cf2c6aea6,8,8,8,0,2.020991779256233e+20,0
0x16a7f4e78b9990c31beec0c5445daaa2778f8501,2,2,2,0,2.0206647731153623e+20,0
0xe2740a5b1ce75dbfbd006ff70d29f19002071542,2,2,0,2,2.020291284948552e+20,0
0x76c1e8e91dd6e9fa0328e545eab6ea774f53c157,2,2,1,0,2.0201807215571576e+20,1
0xa9a437d18d1710ccb24af0a979a549b7a836041c,2,2,2,0,2.02e+20,0
0x0bd9017e1763bdb790998e4cfc90b6ad5e308f83,2,2,2,0,2.02e+20,0
0x0c918d7a3c1c9f4f848558982d18e263b0adeb93,4,4,4,0,2.02e+20,0
0xcf8564e2bb93c9a1dc909af378ae45e4a3c463ff,2,2,2,0,2.02e+20,0
0x11708c64f4f5608db5fc9337374caacf3545b1b0,2,2,2,0,2.02e+20,0
0x55b6fb220048730878a18502314ab51149f413e8,2,2,2,0,2.02e+20,0
0x37291b5759ccfb5116e22c4a492b3534f4cb19dc,2,2,2,0,2.02e+20,0
0x5dc8ab3ba6a6bcbf9eed8d815dd025764c025368,2,2,2,0,2.02e+20,0
0x8b85525fd7fc0dde83eb0ad9dfe10d6924b7d856,2,2,2,0,2.02e+20,0
0xc9df4d02af18ced9fad7b0b93b598b67dcbe861a,2,2,2,0,2.02e+20,0
0xe6605fce244458fe34d0cfd7b7534fc70c0add96,2,2,2,0,2.02e+20,0
0xf9a382335019ca7a452d34a6c588ef5942e06e98,2,2,2,0,2.02e+20,0
0x378f7dc2a24c739a281b8870bee2a08552217e82,2,2,2,0,2.02e+20,0
0x19a0b4e08a9437c9fbeacb96f69347dbd44e64fd,4,4,4,0,2.02e+20,0
0xb7ddf3e03864c48816cc09332475b2dd9872da91,2,2,2,0,2.02e+20,0
0xf18b25d2aa78edc60b6ada5e5dce09fd39148d8c,2,2,2,0,2.02e+20,0
0x3d1d20ad444d67f63ff9f346b8c08189aaa42288,10,10,8,1,2.02e+20,1
0x9b7285253c0a788b9164f59ea9b21fa966ad0a65,2,2,1,0,2.02e+20,1
0xe34825c7bc285536af1b062f43aa030492ef321c,2,2,2,0,2.02e+20,0
0x9f7e322177fda6fa29eb3bc52e5575daf49c5472,3,3,3,0,2.01981e+20,0
0x8be84885356161ebe9d27dfc9e6fcf73748a5ea1,4,4,4,0,2.0194221039469373e+20,0
0x2a902eaee80fe764f420c6ba9a3ffe599b6d78a2,3,3,2,1,2.017848952478336e+20,0
0x704b2424eba621b5bbf93757bb0de151fb027a63,3,3,1,1,2.0170939692073936e+20,1
0xc97222f11c288f7db1af4b05a38d3aed132181db,2,2,2,0,2.0163021285222472e+20,0
0x59a16e1183d511c8e98fb85b645230cd9ce547e5,3,3,3,0,2.0159155152041302e+20,0
0xa98c9e878a89646dc61198d40c3fc8f946eb234d,4,4,3,1,2.014612806697052e+20,0
0x3c4b7f7a6b731ebff0207f0ef3191b08c05f93d1,4,4,4,0,2.014007257166334e+20,0
0x85e02fed9d5695650a07dc854a2dd522722c635f,2,2,2,0,2.014e+20,0
0xe55f69d85a64cd0318466807ff6902d4f0e851f5,2,2,2,0,2.014e+20,0
0x868198075877e4a5b1201b0aae7547f845f0a1bb,2,2,2,0,2.014e+20,0
0x9a7589ae99a19755f544ee82e85bd511428e13bf,2,2,2,0,2.014e+20,0
0x87c4ec0a273dbafe6e20f2e867a000190e8d837c,2,2,2,0,2.014e+20,0
0x60451b9ad302e6c3e30d0035064514df3866fc55,2,2,2,0,2.014e+20,0
0xff33517c9c5cd3f6050372671d62e2ca0d4319fc,2,2,2,0,2.014e+20,0
0x9d0b0857fed361e15d075fa5ab898a56b3d98a9c,2,2,2,0,2.014e+20,0
0x739020a614382937ba4f4d66e1910145bab8997f,2,2,1,1,2.014e+20,0
0x2f0a35d14fad7c5027938f1d6911bc3704c1c5d4,2,2,2,0,2.014e+20,0
0x1f67804ec5b8addf9dd4afe7b7a4661a2c7c4981,2,2,0,2,2.014e+20,0
0x63b28b1e6ca9fa7095f2a7bc6eb067ffd100c361,2,2,2,0,2.014e+20,0
0xc8cd47bb65f078a33b97ff9eef30ce0de82e40e4,2,2,2,0,2.014e+20,0
0x4696bec164562b183ea588b538287c9510291503,2,2,2,0,2.014e+20,0
0x17cd6f4ba2d5f30a0f11f17897f925e202575f3b,2,2,2,0,2.014e+20,0
0x810c61218b4020eca12afb6756fc7359c0383dbe,2,2,2,0,2.014e+20,0
0x52cec54c20b21c094b7a53d1a587252e70d458a6,2,2,2,0,2.014e+20,0
0x87c60d115f03907dc68ecde7e7effa57bb7ad11b,3,3,3,0,2.0135558158e+20,0
0xf1ad462a753ba5cec49493a628837c4c753f8af6,2,2,2,0,2.0120119892148906e+20,0
0x49a455aa41b736f12582f8112a99140ac9249023,3,3,1,1,2.0119152566970584e+20,1
0xa1106a09c52b7f60d4d099530f0bd877bde82345,5,5,5,0,2.0114809359520773e+20,0
0x4475e2a824a1e38d17a5dce389b9ab5df3de186f,6,6,6,0,2.010366869012728e+20,0
0xd0c16b3f22af214619df6cd00719235a99ec4c43,5,5,5,0,2.01e+20,0
0xe7888cac7985a2868de179de2d1c36252ac55751,2,2,2,0,2.01e+20,0
0x65bcb80d16378c6fa0cdcb0db3d5c86b619bd8d9,3,3,3,0,2.01e+20,0
0x8fae0f03470666a7ba9a2a6e68755f0b2cc973c9,6,6,5,0,2.01e+20,1
0xdf47a73863b01b803321f91dd9b1ac3c134c51ad,1,1,1,0,2.01e+20,0
0x0ed240e0f697beb8118175ca648f5e6e646e9f69,8,8,7,0,2.01e+20,1
0xd368cfd095fdc0452dd7c4fde1770c0b55b9bb1a,4,4,3,1,2.008882840129481e+20,0
0x505ec1907061f3c22d80984a3fec873e37a7ec46,2,2,1,0,2.008330556221471e+20,1
0xce84dff321d416469579c8c4988c30d148e77e95,1,1,1,0,2.0073350451646543e+20,0
0x1e7fc1f71f9e5f7c64d412957dc1cd70c33b403a,1,1,1,0,2.00698e+20,0
0xc2803e48399c0aa82ff6e12492abc434ae9e4f2f,7,7,6,0,2.005952944399243e+20,1
0xb6f198a725af741063c7b14e76e973ceabd6e807,4,4,2,2,2.0056803892400675e+20,0
0xfccab2e9cebc9277cda13c2baae002dd9a3931f2,6,6,6,0,2.005165868137044e+20,0
0xfdd34eb9ff353b108155d03cb58e31d0f3395a55,6,6,4,2,2.00504e+20,0
0xf9f73438859badf8d898181b597529dfd96dd9f3,4,4,4,0,2.004747943722361e+20,0
0x84f1cb27f0822135708aa879bbf04767af18019a,2,2,2,0,2.003872423031887e+20,0
0xf1b868ba3dda91918d63750cc972db757698150a,1,1,1,0,2.003834837012938e+20,0
0xb717ce13c94936e858b54625e30acbafeaecda4b,4,4,4,0,2.002923175222164e+20,0
0x9e41b73693c664d81a2ed418dba2193417783054,2,2,1,1,2.0028457415318933e+20,0
0x677510163fa177bce6c1345ded16f6cba615f7d2,2,2,2,0,2.002e+20,0
0xf1e2d0f150b74b994ebfa4652dca30b8fabf613a,2,2,2,0,2.0019353538154657e+20,0
0x47f3b28bcd2897a7daf275b0c233ae757d5ae359,2,2,0,2,2.0017847307452128e+20,0
0x5dcac7660f05e937e8a75fe35e741f1cfee7dd85,2,2,2,0,2.001565384176013e+20,0
0xd7c629d7bb1b7d5fcc7375809ad5ff29392c03e9,2,2,2,0,2.001044414856998e+20,0
0x12b21d1e73b3b48d73da04ed05417b392c7fe55f,2,2,2,0,2.0006294328347843e+20,0
0xf91eec8bfd545693e2cc89d6c6d65d1a0a2ef3c3,8,8,8,0,2.000608222910951e+20,0
0x871d64e9ec75aeee6e4835aa61ffe01fee3d6af1,4,4,4,0,2.000604749190215e+20,0
0xc9bc86888c5a77c6aa3ff9c57623791dab33857e,2,2,2,0,2.000317841842153e+20,0
0xc25ec5cac39014307ef5550cd2ca8ec106398d23,2,2,2,0,2.0001434023793145e+20,0
0x13bffe6f262abaa14e78c9d3b743d8f7e63069f6,2,2,2,0,2.0001433234686863e+20,0
0x88995de0bbe3ede96e22579d27ddd3bc741c3c06,2,2,2,0,2.000139542907132e+20,0
0xff534162cd85d389f83439e3745d2c6243bf9ea8,2,2,2,0,2.00012808892772e+20,0
0xf4f04421649341d52f6f0beefdafa17122fc2442,2,2,2,0,2.0000367408597828e+20,0
0x0ae8d04640c448b91b5104020bf210c6dfeb34ad,10,10,9,0,2.000015936594549e+20,1
0x8af8caadeb39e0e4644d91a2b5bfee923c58e35f,5,5,5,0,2.000012470321652e+20,0
0x94e8629d24fe93bd8be6f9738b1ada71e2df4be5,2,2,1,0,2.0000077010482764e+20,1
0x394dfcb8db5fd13f24ff55e3104b7156211d69bb,2,2,2,0,2e+20,0
0xb26711ce8eb35673864b34cd362d9120097e971f,2,2,2,0,2e+20,0
0xd9441274fef858e3bb3bd5bb1599a7b908854b91,2,2,2,0,2e+20,0
